,n_req,timestamp,stations,StationName,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce
12981,25,2017-09-01,8,CENTRAL PARK,64.3,55.0,81.0,41.7,0.0,3.9,8.0,14.039633453912874,0,0.0,0
12980,362,2017-09-01,3,BERGEN POINT,65.2,56.8,73.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13037,280,2017-09-02,25,KINGS POINT,62.5,57.0,67.8,40.13438489176157,0.0,5.0,9.9,16.368478031072847,0,0.0,0
13034,229,2017-09-02,3,BERGEN POINT,63.2,57.4,67.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13035,20,2017-09-02,8,CENTRAL PARK,61.9,54.0,71.1,45.4,0.0,4.4,7.0,12.937779154124662,1,0.0,0
13036,470,2017-09-02,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,62.7,54.0,73.9,47.7,0.0,8.1,12.0,19.158754422278736,1,0.0,0
13038,1549,2017-09-02,26,LA GUARDIA AIRPORT,63.2,55.9,72.0,46.7,0.0,7.9,11.1,18.0924714476325,1,0.0,0
13039,1298,2017-09-02,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,65.2,57.9,75.0,49.0,0.0,7.6,12.0,19.0,1,0.0,0
13040,104,2017-09-02,55,THE BATTERY,63.7,58.5,67.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13092,1545,2017-09-03,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,64.5,60.1,73.4,61.0,0.64,10.0,17.1,42.0,1,0.0,0
13087,220,2017-09-03,3,BERGEN POINT,63.5,58.6,70.7,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13088,16,2017-09-03,8,CENTRAL PARK,62.1,54.0,69.1,59.3,1.12,4.8,8.9,15.186270079921872,1,0.0,0
13089,567,2017-09-03,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,63.2,54.0,73.0,60.3,0.7,11.5,18.1,22.0,1,0.0,0
13090,223,2017-09-03,25,KINGS POINT,61.9,57.9,70.0,40.13438489176157,0.0,4.8,11.1,17.736619563025986,0,0.0,0
13091,1557,2017-09-03,26,LA GUARDIA AIRPORT,62.6,55.9,72.0,59.6,0.79,9.8,13.0,20.513148769207056,1,0.0,0
13093,114,2017-09-03,55,THE BATTERY,63.2,59.0,70.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13145,1989,2017-09-04,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,71.2,60.1,82.9,58.7,0.18,8.1,14.0,32.1,0,0.0,0
13142,600,2017-09-04,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,69.9,59.0,79.0,58.8,0.3,11.4,17.1,25.449738294730263,0,0.0,0
13144,1616,2017-09-04,26,LA GUARDIA AIRPORT,71.3,59.0,82.0,56.3,0.4,11.2,14.0,22.0,0,0.0,0
13143,295,2017-09-04,25,KINGS POINT,69.4,63.7,75.9,40.13438489176157,0.0,10.7,19.0,27.571959196957412,0,0.0,0
13141,17,2017-09-04,8,CENTRAL PARK,69.3,59.0,80.1,57.0,0.15,4.5,8.0,15.9,0,0.0,0
13140,249,2017-09-04,3,BERGEN POINT,69.7,60.3,81.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13146,57,2017-09-04,55,THE BATTERY,69.0,62.6,78.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13199,122,2017-09-05,55,THE BATTERY,74.7,69.6,84.4,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13198,1996,2017-09-05,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,76.3,63.0,89.6,65.2,0.03,6.4,18.1,34.0,0,0.0,0
13197,2012,2017-09-05,26,LA GUARDIA AIRPORT,76.4,64.0,84.9,65.0,0.0,8.8,13.0,17.1,0,0.0,0
13196,457,2017-09-05,25,KINGS POINT,73.6,70.2,78.4,40.13438489176157,0.0,11.6,20.0,28.83452079947115,0,0.0,0
13195,670,2017-09-05,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.7,63.0,81.0,66.9,0.0,12.7,21.0,29.9,0,0.0,0
13194,33,2017-09-05,8,CENTRAL PARK,75.6,61.0,84.9,64.4,0.0,3.5,7.0,12.834467316658255,0,0.0,0
13193,418,2017-09-05,3,BERGEN POINT,76.0,68.0,87.3,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13252,189,2017-09-06,55,THE BATTERY,68.7,63.5,77.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13251,1847,2017-09-06,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,70.2,64.4,89.1,63.6,0.01,4.1,14.0,21.0,1,0.0,0
13250,1818,2017-09-06,26,LA GUARDIA AIRPORT,69.9,62.1,84.9,63.6,0.0,7.0,18.1,25.1,1,0.0,0
13247,38,2017-09-06,8,CENTRAL PARK,67.8,62.1,84.9,62.1,0.01,2.4,7.0,12.708197293088205,1,0.0,0
13249,331,2017-09-06,25,KINGS POINT,68.7,63.3,74.7,40.13438489176157,0.0,6.2,15.9,23.46172573797867,0,0.0,0
13246,362,2017-09-06,3,BERGEN POINT,68.2,63.9,73.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13248,517,2017-09-06,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,70.2,64.0,81.0,63.7,0.0,7.7,17.1,19.0,1,0.0,0
13299,394,2017-09-07,3,BERGEN POINT,64.7,59.9,72.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13300,49,2017-09-07,8,CENTRAL PARK,64.4,59.0,72.0,57.2,0.42,3.9,7.0,15.9,1,0.0,0
13301,696,2017-09-07,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,65.9,61.0,73.9,57.6,0.5,10.3,17.1,19.0,1,0.0,0
13302,435,2017-09-07,25,KINGS POINT,64.8,61.2,71.2,40.13438489176157,0.0,8.2,13.0,20.32948328037789,0,0.0,0
13303,1889,2017-09-07,26,LA GUARDIA AIRPORT,65.4,60.8,73.0,57.3,0.44,8.3,13.0,20.0,1,0.0,0
13304,2095,2017-09-07,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,66.7,62.1,75.2,58.6,0.31,8.4,17.1,42.0,1,0.0,0
13305,215,2017-09-07,55,THE BATTERY,63.6,61.3,69.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13352,440,2017-09-08,3,BERGEN POINT,64.0,56.5,70.3,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13354,627,2017-09-08,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,67.4,59.0,75.0,50.0,0.0,10.8,15.9,20.0,0,0.0,0
13357,2125,2017-09-08,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,67.3,60.1,73.9,52.7,0.07,7.9,20.0,51.1,0,0.0,0
13353,38,2017-09-08,8,CENTRAL PARK,64.9,57.9,71.1,49.6,0.01,2.6,6.0,19.0,0,0.0,0
13355,446,2017-09-08,25,KINGS POINT,66.4,62.4,69.8,40.13438489176157,0.0,10.7,15.0,22.93496013676811,0,0.0,0
13356,1977,2017-09-08,26,LA GUARDIA AIRPORT,67.5,61.0,75.0,49.2,0.0,10.6,15.0,21.0,0,0.0,0
13403,38,2017-09-09,8,CENTRAL PARK,62.0,55.0,71.1,48.3,0.0,4.2,8.9,15.0,0,0.0,0
13404,547,2017-09-09,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,64.5,55.9,75.0,48.2,0.0,9.9,15.0,20.0,0,0.0,0
13405,379,2017-09-09,25,KINGS POINT,62.8,58.1,68.2,40.13438489176157,0.0,9.6,14.0,21.649440348150733,0,0.0,0
13406,1744,2017-09-09,26,LA GUARDIA AIRPORT,63.7,57.9,73.0,49.8,0.0,9.1,13.0,18.1,0,0.0,0
13402,276,2017-09-09,3,BERGEN POINT,63.2,57.6,68.4,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13407,1844,2017-09-09,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,65.6,57.2,71.6,51.4,0.09,3.9,12.0,29.9,0,0.0,0
13458,263,2017-09-10,25,KINGS POINT,64.0,58.5,71.1,40.13438489176157,0.0,10.4,15.9,23.943847646155238,0,0.0,0
13455,256,2017-09-10,3,BERGEN POINT,64.3,59.4,71.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13456,23,2017-09-10,8,CENTRAL PARK,63.7,55.0,72.0,49.1,0.0,5.0,9.9,18.1,0,0.0,0
13459,1634,2017-09-10,26,LA GUARDIA AIRPORT,65.0,59.0,73.0,50.9,0.0,9.7,15.0,17.1,0,0.0,0
13457,581,2017-09-10,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,65.2,55.9,75.0,50.0,0.0,10.0,13.0,18.1,0,0.0,0
13460,1737,2017-09-10,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,66.4,60.1,75.9,52.0,0.05,4.4,12.0,36.9,0,0.0,0
13508,455,2017-09-11,3,BERGEN POINT,66.6,58.6,77.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13510,629,2017-09-11,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,67.4,55.9,80.1,46.8,0.0,6.0,8.9,15.324019196543748,0,0.0,0
13511,503,2017-09-11,25,KINGS POINT,65.6,59.5,76.3,40.13438489176157,0.0,4.9,12.0,18.791423444620406,0,0.0,0
13512,1961,2017-09-11,26,LA GUARDIA AIRPORT,67.7,59.0,78.1,48.8,0.0,5.1,8.9,15.22070735907734,0,0.0,0
13513,2089,2017-09-11,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,68.8,59.0,80.6,50.8,0.02,3.6,7.0,12.845946409710074,0,0.0,0
13509,30,2017-09-11,8,CENTRAL PARK,65.4,55.0,75.9,48.3,0.0,1.9,6.0,11.49155206278176,0,0.0,0
13566,2051,2017-09-12,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,71.8,59.0,82.4,55.6,0.0,2.3,8.0,24.1,0,0.0,0
13564,453,2017-09-12,25,KINGS POINT,68.1,61.9,77.2,40.13438489176157,0.0,2.6,6.0,11.571905714144526,0,0.0,0
13565,2082,2017-09-12,26,LA GUARDIA AIRPORT,71.9,59.0,82.0,54.5,0.0,2.9,7.0,12.765592758347314,0,0.0,0
13561,388,2017-09-12,3,BERGEN POINT,68.7,59.4,82.4,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13562,34,2017-09-12,8,CENTRAL PARK,69.0,55.0,78.1,53.5,0.0,0.8,4.1,9.162707485621793,0,0.0,0
13563,576,2017-09-12,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,69.3,55.9,80.1,54.0,0.0,4.5,9.9,16.311082565813727,0,0.0,0
13614,449,2017-09-13,3,BERGEN POINT,70.0,61.5,80.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13616,552,2017-09-13,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,69.9,59.0,80.1,60.6,0.0,7.3,14.0,21.385421207958807,1,0.0,0
13615,46,2017-09-13,8,CENTRAL PARK,71.4,59.0,82.9,59.5,0.0,2.0,7.0,12.662280920880908,1,0.0,0
13618,1862,2017-09-13,26,LA GUARDIA AIRPORT,74.0,63.0,84.0,59.7,0.0,4.9,11.1,17.748098656077808,1,0.0,0
13619,1950,2017-09-13,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,71.6,64.0,82.9,61.7,4.0,4.5,8.0,14.108508012223812,1,0.0,0
13617,374,2017-09-13,25,KINGS POINT,70.5,63.7,79.7,40.13438489176157,0.0,4.5,13.0,19.904756837460443,0,0.0,0
13672,2060,2017-09-14,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,73.9,64.0,82.9,68.2,0.0,3.9,8.9,15.082958242455465,0,0.0,0
13671,2009,2017-09-14,26,LA GUARDIA AIRPORT,75.1,66.9,84.0,68.6,0.02,7.0,15.0,22.510233693850665,0,0.0,0
13670,410,2017-09-14,25,KINGS POINT,72.2,69.1,77.7,40.13438489176157,0.0,7.8,15.0,22.60206643826525,0,0.0,0
13668,32,2017-09-14,8,CENTRAL PARK,74.0,64.0,82.9,67.3,0.06,2.1,7.0,12.673760013932734,0,0.0,0
13669,671,2017-09-14,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,71.7,61.0,80.1,68.7,0.4,6.7,14.0,21.0,0,0.0,0
13667,355,2017-09-14,3,BERGEN POINT,74.0,69.1,81.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13720,368,2017-09-15,3,BERGEN POINT,74.1,66.4,80.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13721,29,2017-09-15,8,CENTRAL PARK,74.2,66.9,81.0,63.3,0.02,2.0,5.1,10.459706367290993,0,0.0,0
13722,610,2017-09-15,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.2,66.0,81.0,65.8,0.0,6.2,8.9,15.346977382647395,0,0.0,0
13723,389,2017-09-15,25,KINGS POINT,74.1,69.6,78.6,40.13438489176157,0.0,4.7,12.0,18.768465258516763,0,0.0,0
13724,2161,2017-09-15,26,LA GUARDIA AIRPORT,76.6,70.0,82.9,64.1,0.0,6.3,9.9,16.517706240746538,0,0.0,0
13725,2088,2017-09-15,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,75.1,68.0,82.4,65.0,0.04,4.8,8.9,15.186270079921872,0,0.0,0
13778,1872,2017-09-16,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,74.7,68.0,82.9,68.5,0.01,3.7,8.9,15.060000056351821,0,0.0,0
13777,1792,2017-09-16,26,LA GUARDIA AIRPORT,74.2,69.1,82.0,68.9,0.0,5.8,11.1,17.85141049354422,0,0.0,0
13776,326,2017-09-16,25,KINGS POINT,71.8,69.1,74.8,40.13438489176157,0.0,4.9,9.9,16.356998938021018,0,0.0,0
13774,30,2017-09-16,8,CENTRAL PARK,74.6,66.9,82.0,67.6,0.0,2.3,7.0,12.696718200036381,0,0.0,0
13773,277,2017-09-16,3,BERGEN POINT,73.5,69.1,80.4,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13775,582,2017-09-16,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,72.9,66.0,81.0,68.9,0.0,5.3,11.1,17.794015028285102,0,0.0,0
13826,244,2017-09-17,3,BERGEN POINT,72.3,68.7,80.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13831,1696,2017-09-17,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,73.3,69.1,82.9,66.9,0.0,3.4,8.0,13.982237988653758,0,0.0,0
13830,1746,2017-09-17,26,LA GUARDIA AIRPORT,72.8,69.1,81.0,67.3,0.0,5.1,8.9,15.22070735907734,0,0.0,0
13829,256,2017-09-17,25,KINGS POINT,70.1,66.9,76.6,40.13438489176157,0.0,3.6,8.9,15.048520963299994,0,0.0,0
13828,543,2017-09-17,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,71.3,66.9,79.0,66.2,0.0,3.7,9.9,16.219249821399146,0,0.0,0
13827,26,2017-09-17,8,CENTRAL PARK,73.2,69.1,82.0,66.6,0.0,2.4,6.0,11.548947528040873,0,0.0,0
13883,2096,2017-09-18,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,71.0,69.1,82.9,65.9,0.0,7.0,12.0,15.9,0,0.0,0
13882,2117,2017-09-18,26,LA GUARDIA AIRPORT,70.6,68.0,81.0,66.4,0.0,8.7,13.0,20.386878745637,1,0.0,0
13881,432,2017-09-18,25,KINGS POINT,68.6,67.1,71.2,40.13438489176157,0.0,4.0,8.9,15.094437335507289,0,0.0,0
13880,599,2017-09-18,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,70.9,66.9,78.1,65.6,0.0,6.9,12.0,19.021005305656864,1,0.0,0
13879,28,2017-09-18,8,CENTRAL PARK,70.7,68.0,81.0,65.3,0.0,4.7,9.9,16.334040751917378,0,0.0,0
13878,386,2017-09-18,3,BERGEN POINT,70.5,68.7,73.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13932,47,2017-09-19,8,CENTRAL PARK,72.3,68.0,78.1,65.4,0.0,8.0,14.0,25.1,1,0.0,0
13936,2043,2017-09-19,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,72.7,69.1,78.8,66.0,0.06,12.9,21.0,28.9,1,0.0,0
13935,2009,2017-09-19,26,LA GUARDIA AIRPORT,72.3,68.0,78.1,67.0,0.0,13.7,19.0,25.1,1,0.0,0
13934,335,2017-09-19,25,KINGS POINT,70.6,68.7,74.1,40.13438489176157,0.0,7.8,14.0,21.442816673217923,0,0.0,0
13933,553,2017-09-19,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,72.0,66.9,77.0,66.1,0.01,15.0,22.9,29.9,1,0.0,0
13931,437,2017-09-19,3,BERGEN POINT,72.7,70.2,76.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13988,1814,2017-09-20,26,LA GUARDIA AIRPORT,73.9,69.1,78.1,65.4,0.19,13.3,18.1,24.1,0,0.0,0
13987,369,2017-09-20,25,KINGS POINT,72.7,70.5,75.4,40.13438489176157,0.0,13.3,17.1,25.667841062714896,0,0.0,0
13986,598,2017-09-20,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.9,69.1,81.0,64.8,0.25,16.3,20.0,27.0,0,0.0,0
13985,52,2017-09-20,8,CENTRAL PARK,74.2,69.1,79.0,64.0,0.22,6.8,12.0,19.0,0,0.0,0
13984,421,2017-09-20,3,BERGEN POINT,74.0,70.2,77.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
13989,1901,2017-09-20,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,75.0,71.6,80.6,65.2,0.05,5.5,14.0,35.0,0,0.0,0
14041,1772,2017-09-21,26,LA GUARDIA AIRPORT,75.8,71.1,79.0,64.5,0.0,10.2,12.0,19.0,0,0.0,0
14042,1692,2017-09-21,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,76.3,71.6,84.2,64.4,0.11,3.4,18.1,47.0,0,0.0,0
14040,369,2017-09-21,25,KINGS POINT,73.7,70.9,76.3,40.13438489176157,0.0,11.0,15.9,24.012722204466176,0,0.0,0
14039,652,2017-09-21,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,76.3,71.1,81.0,63.4,0.0,12.0,15.9,24.1,0,0.0,0
14038,33,2017-09-21,8,CENTRAL PARK,75.4,71.1,80.1,63.1,0.0,4.4,7.0,12.937779154124662,0,0.0,0
14043,209,2017-09-21,55,THE BATTERY,74.1,71.8,78.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14037,416,2017-09-21,3,BERGEN POINT,75.9,72.7,81.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14095,2065,2017-09-22,26,LA GUARDIA AIRPORT,73.8,68.0,81.0,55.6,0.0,11.5,17.1,22.9,0,0.0,0
14091,340,2017-09-22,3,BERGEN POINT,74.2,67.6,80.6,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14092,47,2017-09-22,8,CENTRAL PARK,74.3,66.0,82.0,54.0,0.0,5.9,8.9,20.0,0,0.0,0
14093,600,2017-09-22,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.6,66.9,82.9,54.0,0.0,14.0,20.0,26.0,0,0.0,0
14094,406,2017-09-22,25,KINGS POINT,71.8,66.6,76.6,40.13438489176157,0.0,11.8,15.9,24.104554948880764,0,0.0,0
14096,1737,2017-09-22,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,76.1,68.0,86.0,58.1,0.05,5.9,14.0,34.0,0,0.0,0
14097,159,2017-09-22,55,THE BATTERY,73.5,66.7,79.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14151,148,2017-09-23,55,THE BATTERY,76.9,68.7,87.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14150,1757,2017-09-23,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,78.3,68.0,91.4,57.0,0.06,4.5,12.0,21.0,0,0.0,0
14148,293,2017-09-23,25,KINGS POINT,73.8,69.1,82.9,40.13438489176157,0.0,8.3,14.0,21.500212138477035,0,0.0,0
14149,1843,2017-09-23,26,LA GUARDIA AIRPORT,76.5,68.0,86.0,55.1,0.0,10.0,14.0,20.0,0,0.0,0
14146,35,2017-09-23,8,CENTRAL PARK,76.7,66.0,87.1,52.8,0.0,5.2,8.9,15.9,0,0.0,0
14145,237,2017-09-23,3,BERGEN POINT,76.7,70.5,85.3,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14147,588,2017-09-23,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.1,66.9,88.0,56.1,0.0,12.7,15.9,22.0,0,0.0,0
14200,21,2017-09-24,8,CENTRAL PARK,78.5,68.0,91.0,60.2,0.0,1.3,5.1,10.379352715928233,0,0.0,0
14199,218,2017-09-24,3,BERGEN POINT,78.4,69.8,89.1,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14201,456,2017-09-24,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.2,64.9,91.9,59.6,0.0,5.5,8.9,15.266623731284636,0,0.0,0
14205,114,2017-09-24,55,THE BATTERY,78.7,72.3,88.0,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14203,1749,2017-09-24,26,LA GUARDIA AIRPORT,79.5,70.0,91.0,61.1,0.0,3.5,8.0,13.99371708170558,0,0.0,0
14202,257,2017-09-24,25,KINGS POINT,74.5,66.7,86.5,40.13438489176157,0.0,2.0,9.9,16.024105239518153,0,0.0,0
14204,1726,2017-09-24,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,81.0,69.1,95.0,61.8,0.0,1.0,6.0,11.388240225315355,0,0.0,0
14254,2158,2017-09-25,26,LA GUARDIA AIRPORT,77.5,71.1,91.0,65.7,0.0,5.5,11.1,17.81697321438875,0,0.0,0
14250,380,2017-09-25,3,BERGEN POINT,77.4,70.5,86.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14255,2174,2017-09-25,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,78.5,71.6,87.8,66.6,0.0,2.9,8.0,13.924842523394645,0,0.0,0
14251,38,2017-09-25,8,CENTRAL PARK,78.6,69.1,91.0,64.4,0.0,2.3,7.0,12.696718200036381,0,0.0,0
14252,679,2017-09-25,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.3,64.9,91.9,60.5,0.0,4.1,8.9,15.105916428559112,0,0.0,0
14256,157,2017-09-25,55,THE BATTERY,74.1,71.1,79.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14253,394,2017-09-25,25,KINGS POINT,74.1,68.7,84.2,40.13438489176157,0.0,4.2,9.9,16.276645286658262,0,0.0,0
14309,2156,2017-09-26,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,74.4,69.8,82.9,67.0,0.01,5.0,13.0,49.9,0,0.0,0
14310,157,2017-09-26,55,THE BATTERY,71.9,69.3,75.2,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14306,648,2017-09-26,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,70.6,64.9,84.9,66.6,0.0,5.2,8.9,15.232186452129163,1,0.0,0
14307,430,2017-09-26,25,KINGS POINT,70.6,67.5,77.7,40.13438489176157,0.0,4.6,9.9,16.322561658865553,0,0.0,0
14308,2034,2017-09-26,26,LA GUARDIA AIRPORT,73.7,68.0,86.0,67.0,0.0,5.6,8.9,15.278102824336456,0,0.0,0
14304,371,2017-09-26,3,BERGEN POINT,72.8,68.7,79.7,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14305,38,2017-09-26,8,CENTRAL PARK,73.8,68.0,88.0,65.3,0.0,2.2,5.1,10.482664553394637,0,0.0,0
14361,382,2017-09-27,25,KINGS POINT,72.8,68.7,81.7,40.13438489176157,0.0,4.5,12.0,18.745507072413112,0,0.0,0
14358,379,2017-09-27,3,BERGEN POINT,75.8,70.7,85.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14360,626,2017-09-27,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.4,66.9,87.1,69.3,0.0,6.3,9.9,16.517706240746538,1,0.0,0
14362,2054,2017-09-27,26,LA GUARDIA AIRPORT,75.0,68.0,84.0,69.6,0.0,7.2,13.0,20.21469234985966,0,0.0,0
14363,2212,2017-09-27,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,77.3,70.0,89.6,69.0,0.0,6.2,9.9,15.9,0,0.0,0
14364,148,2017-09-27,55,THE BATTERY,76.7,72.0,84.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14359,35,2017-09-27,8,CENTRAL PARK,76.0,68.0,87.1,68.1,0.0,3.4,6.0,11.663738458559106,0,0.0,0
14416,1964,2017-09-28,26,LA GUARDIA AIRPORT,74.1,68.0,84.0,63.0,0.0,11.8,20.0,25.1,0,0.0,0
14415,452,2017-09-28,25,KINGS POINT,72.4,69.6,74.5,40.13438489176157,0.0,12.3,21.0,30.074124215881234,0,0.0,0
14413,42,2017-09-28,8,CENTRAL PARK,73.9,66.9,87.1,59.2,0.0,4.6,12.0,19.0,0,0.0,0
14412,377,2017-09-28,3,BERGEN POINT,74.4,70.5,78.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14417,2085,2017-09-28,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,76.7,69.1,89.1,64.0,0.06,3.9,12.0,33.0,0,0.0,0
14418,194,2017-09-28,55,THE BATTERY,74.6,70.7,79.5,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14414,602,2017-09-28,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.3,69.1,87.1,62.7,0.0,12.5,21.0,28.0,0,0.0,0
14470,1966,2017-09-29,26,LA GUARDIA AIRPORT,63.3,57.0,77.0,44.6,0.0,9.0,20.0,24.1,0,0.0,0
14467,44,2017-09-29,8,CENTRAL PARK,61.5,55.0,79.0,43.6,0.0,2.7,6.0,11.583384807196346,0,0.0,0
14466,367,2017-09-29,3,BERGEN POINT,62.9,56.8,68.9,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14471,2153,2017-09-29,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,65.0,57.2,82.0,48.3,0.06,5.1,15.9,42.9,0,0.0,0
14472,194,2017-09-29,55,THE BATTERY,62.2,56.5,67.8,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
14468,606,2017-09-29,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,62.4,54.0,80.1,44.2,0.0,9.2,18.1,25.1,0,0.0,0
14469,413,2017-09-29,25,KINGS POINT,62.4,58.1,68.4,40.13438489176157,0.0,9.0,20.0,28.536064380123747,0,0.0,0
14525,1545,2017-09-30,47,PORT AUTH DOWNTN MANHATTAN WALL ST HEL,64.3,57.9,72.0,50.9,0.0,4.6,15.0,35.0,0,0.0,0
14526,176,2017-09-30,55,THE BATTERY,61.6,57.6,65.7,40.13438489176157,0.0,0.0,12.0,18.22894788508108,0,0.0,0
