,n_req,timestamp,stations
1051,28,2015-01-11,8
1052,263,2015-01-11,24
1053,183,2015-01-11,25
1054,1849,2015-01-11,26
1055,205,2015-01-11,34
1056,249,2015-01-11,35
1057,551,2015-01-11,39
1058,1591,2015-01-11,47
1059,67,2015-01-11,55
1060,284,2016-01-11,3
1061,32,2016-01-11,8
1062,585,2016-01-11,24
1063,306,2016-01-11,25
1064,2276,2016-01-11,26
1065,252,2016-01-11,34
1066,464,2016-01-11,35
1067,639,2016-01-11,39
1068,2138,2016-01-11,47
1069,124,2016-01-11,55
1070,361,2017-01-11,3
1071,53,2017-01-11,8
1072,471,2017-01-11,24
1073,254,2017-01-11,25
1074,2042,2017-01-11,26
1075,245,2017-01-11,34
1076,424,2017-01-11,35
1077,379,2017-01-11,39
1078,1775,2017-01-11,47
1079,102,2017-01-11,55
1080,413,2018-01-11,3
1081,36,2018-01-11,8
1082,658,2018-01-11,24
1083,353,2018-01-11,25
1084,2220,2018-01-11,26
1085,244,2018-01-11,34
1086,406,2018-01-11,35
1087,455,2018-01-11,39
1088,2257,2018-01-11,47
1089,148,2018-01-11,55
1090,488,2019-01-11,3
1091,26,2019-01-11,8
1092,564,2019-01-11,24
1093,353,2019-01-11,25
1094,2833,2019-01-11,26
1095,263,2019-01-11,34
1096,466,2019-01-11,35
1097,851,2019-01-11,39
1098,2704,2019-01-11,47
1099,171,2019-01-11,55
1100,340,2010-01-12,3
1101,40,2010-01-12,8
1102,455,2010-01-12,24
1103,261,2010-01-12,25
1104,2147,2010-01-12,26
1105,200,2010-01-12,34
1106,268,2010-01-12,35
1107,521,2010-01-12,39
1108,1817,2010-01-12,47
1109,125,2010-01-12,55
1110,217,2011-01-12,3
1111,15,2011-01-12,8
1112,381,2011-01-12,24
1113,172,2011-01-12,25
1114,2067,2011-01-12,26
1115,145,2011-01-12,34
1116,232,2011-01-12,35
1117,497,2011-01-12,39
1118,1525,2011-01-12,47
1119,100,2011-01-12,55
1120,260,2012-01-12,3
1121,20,2012-01-12,8
1122,331,2012-01-12,24
1123,213,2012-01-12,25
1124,1561,2012-01-12,26
1125,202,2012-01-12,34
1126,255,2012-01-12,35
1127,381,2012-01-12,39
1128,1527,2012-01-12,47
1129,94,2012-01-12,55
1130,125,2013-01-12,3
1131,23,2013-01-12,8
1132,334,2013-01-12,24
1133,124,2013-01-12,25
1134,1031,2013-01-12,26
1135,152,2013-01-12,34
1136,256,2013-01-12,35
1137,370,2013-01-12,39
1138,969,2013-01-12,47
1139,38,2013-01-12,55
1140,383,2014-01-12,3
1141,11,2014-01-12,8
1142,372,2014-01-12,24
1143,143,2014-01-12,25
1144,1242,2014-01-12,26
1145,178,2014-01-12,34
1146,256,2014-01-12,35
1147,417,2014-01-12,39
1148,1301,2014-01-12,47
1149,44,2014-01-12,55
1150,231,2015-01-12,3
1151,32,2015-01-12,8
1152,449,2015-01-12,24
1153,249,2015-01-12,25
1154,2008,2015-01-12,26
1155,191,2015-01-12,34
1156,316,2015-01-12,35
1157,506,2015-01-12,39
1158,1681,2015-01-12,47
1159,105,2015-01-12,55
1160,267,2016-01-12,3
1161,42,2016-01-12,8
1162,553,2016-01-12,24
1163,274,2016-01-12,25
1164,2326,2016-01-12,26
1165,241,2016-01-12,34
1166,405,2016-01-12,35
1167,624,2016-01-12,39
1168,1989,2016-01-12,47
1169,140,2016-01-12,55
1170,410,2017-01-12,3
1171,26,2017-01-12,8
1172,455,2017-01-12,24
1173,328,2017-01-12,25
1174,1957,2017-01-12,26
1175,277,2017-01-12,34
1176,428,2017-01-12,35
1177,466,2017-01-12,39
1178,1791,2017-01-12,47
1179,118,2017-01-12,55
1180,450,2018-01-12,3
1181,31,2018-01-12,8
1182,696,2018-01-12,24
1183,427,2018-01-12,25
1184,2123,2018-01-12,26
1185,271,2018-01-12,34
1186,357,2018-01-12,35
1187,525,2018-01-12,39
1188,2154,2018-01-12,47
1189,143,2018-01-12,55
1190,277,2019-01-12,3
1191,35,2019-01-12,8
1192,467,2019-01-12,24
1193,283,2019-01-12,25
1194,2291,2019-01-12,26
1195,206,2019-01-12,34
1196,336,2019-01-12,35
1197,575,2019-01-12,39
1198,1963,2019-01-12,47
1199,93,2019-01-12,55
1200,358,2010-01-13,3
1201,26,2010-01-13,8
1202,532,2010-01-13,24
1203,230,2010-01-13,25
1204,2225,2010-01-13,26
1205,189,2010-01-13,34
1206,276,2010-01-13,35
1207,436,2010-01-13,39
1208,1747,2010-01-13,47
1209,99,2010-01-13,55
1210,360,2011-01-13,3
1211,20,2011-01-13,8
1212,426,2011-01-13,24
1213,255,2011-01-13,25
1214,2138,2011-01-13,26
1215,201,2011-01-13,34
1216,253,2011-01-13,35
1217,621,2011-01-13,39
1218,1883,2011-01-13,47
1219,120,2011-01-13,55
1220,210,2012-01-13,3
1221,26,2012-01-13,8
1222,398,2012-01-13,24
1223,187,2012-01-13,25
1224,1873,2012-01-13,26
1225,163,2012-01-13,34
1226,279,2012-01-13,35
1227,429,2012-01-13,39
1228,1588,2012-01-13,47
1229,82,2012-01-13,55
1230,133,2013-01-13,3
1231,22,2013-01-13,8
1232,224,2013-01-13,24
1233,101,2013-01-13,25
1234,945,2013-01-13,26
1235,140,2013-01-13,34
1236,176,2013-01-13,35
1237,315,2013-01-13,39
1238,861,2013-01-13,47
1239,47,2013-01-13,55
1240,317,2014-01-13,3
1241,36,2014-01-13,8
1242,512,2014-01-13,24
1243,185,2014-01-13,25
1244,1694,2014-01-13,26
1245,263,2014-01-13,34
1246,321,2014-01-13,35
1247,447,2014-01-13,39
1248,1721,2014-01-13,47
1249,103,2014-01-13,55
1250,280,2015-01-13,3
1251,60,2015-01-13,8
1252,488,2015-01-13,24
1253,237,2015-01-13,25
1254,2017,2015-01-13,26
1255,183,2015-01-13,34
1256,338,2015-01-13,35
1257,555,2015-01-13,39
1258,1879,2015-01-13,47
1259,148,2015-01-13,55
1260,318,2016-01-13,3
1261,28,2016-01-13,8
1262,543,2016-01-13,24
1263,279,2016-01-13,25
1264,2727,2016-01-13,26
1265,297,2016-01-13,34
1266,464,2016-01-13,35
1267,864,2016-01-13,39
1268,2174,2016-01-13,47
1269,101,2016-01-13,55
1270,330,2017-01-13,3
1271,52,2017-01-13,8
1272,432,2017-01-13,24
1273,295,2017-01-13,25
1274,2009,2017-01-13,26
1275,208,2017-01-13,34
1276,439,2017-01-13,35
1277,494,2017-01-13,39
1278,1703,2017-01-13,47
1279,113,2017-01-13,55
1280,312,2018-01-13,3
1281,26,2018-01-13,8
1282,488,2018-01-13,24
1283,310,2018-01-13,25
1284,2051,2018-01-13,26
1285,222,2018-01-13,34
1286,329,2018-01-13,35
1287,507,2018-01-13,39
1288,1769,2018-01-13,47
1289,157,2018-01-13,55
1290,228,2019-01-13,3
1291,20,2019-01-13,8
1292,352,2019-01-13,24
1293,246,2019-01-13,25
1294,1690,2019-01-13,26
1295,139,2019-01-13,34
1296,245,2019-01-13,35
1297,484,2019-01-13,39
1298,1513,2019-01-13,47
1299,90,2019-01-13,55
1300,259,2010-01-14,3
1301,46,2010-01-14,8
1302,395,2010-01-14,24
1303,217,2010-01-14,25
1304,1604,2010-01-14,26
1305,187,2010-01-14,34
1306,276,2010-01-14,35
1307,457,2010-01-14,39
1308,1621,2010-01-14,47
1309,79,2010-01-14,55
1310,251,2011-01-14,3
1311,22,2011-01-14,8
1312,471,2011-01-14,24
1313,211,2011-01-14,25
1314,2044,2011-01-14,26
1315,174,2011-01-14,34
1316,311,2011-01-14,35
1317,641,2011-01-14,39
1318,1731,2011-01-14,47
1319,84,2011-01-14,55
1320,141,2012-01-14,3
1321,21,2012-01-14,8
1322,234,2012-01-14,24
1323,159,2012-01-14,25
1324,1631,2012-01-14,26
1325,125,2012-01-14,34
1326,197,2012-01-14,35
1327,481,2012-01-14,39
1328,1305,2012-01-14,47
1329,67,2012-01-14,55
1330,259,2013-01-14,3
1331,31,2013-01-14,8
1332,470,2013-01-14,24
1333,173,2013-01-14,25
1334,1392,2013-01-14,26
1335,170,2013-01-14,34
1336,257,2013-01-14,35
1337,440,2013-01-14,39
1338,1522,2013-01-14,47
1339,92,2013-01-14,55
1340,381,2014-01-14,3
1341,29,2014-01-14,8
1342,544,2014-01-14,24
1343,261,2014-01-14,25
1344,1828,2014-01-14,26
1345,187,2014-01-14,34
1346,309,2014-01-14,35
1347,425,2014-01-14,39
1348,1906,2014-01-14,47
1349,122,2014-01-14,55
1350,264,2015-01-14,3
1351,32,2015-01-14,8
1352,398,2015-01-14,24
1353,215,2015-01-14,25
1354,1904,2015-01-14,26
1355,204,2015-01-14,34
1356,262,2015-01-14,35
1357,470,2015-01-14,39
1358,1748,2015-01-14,47
1359,78,2015-01-14,55
1360,284,2016-01-14,3
1361,32,2016-01-14,8
1362,500,2016-01-14,24
1363,260,2016-01-14,25
1364,2454,2016-01-14,26
1365,238,2016-01-14,34
1366,388,2016-01-14,35
1367,564,2016-01-14,39
1368,2211,2016-01-14,47
1369,117,2016-01-14,55
1370,192,2017-01-14,3
1371,31,2017-01-14,8
1372,367,2017-01-14,24
1373,206,2017-01-14,25
1374,1845,2017-01-14,26
1375,202,2017-01-14,34
1376,495,2017-01-14,35
1377,469,2017-01-14,39
1378,1453,2017-01-14,47
1379,74,2017-01-14,55
1380,287,2018-01-14,3
1381,30,2018-01-14,8
1382,380,2018-01-14,24
1383,301,2018-01-14,25
1384,2305,2018-01-14,26
1385,208,2018-01-14,34
1386,295,2018-01-14,35
1387,674,2018-01-14,39
1388,1840,2018-01-14,47
1389,124,2018-01-14,55
1390,546,2019-01-14,3
1391,36,2019-01-14,8
1392,807,2019-01-14,24
1393,378,2019-01-14,25
1394,3245,2019-01-14,26
1395,292,2019-01-14,34
1396,417,2019-01-14,35
1397,845,2019-01-14,39
1398,3029,2019-01-14,47
1399,171,2019-01-14,55
1400,253,2010-01-15,3
1401,26,2010-01-15,8
1402,373,2010-01-15,24
1403,188,2010-01-15,25
1404,1835,2010-01-15,26
1405,183,2010-01-15,34
1406,287,2010-01-15,35
1407,381,2010-01-15,39
1408,1567,2010-01-15,47
1409,97,2010-01-15,55
1410,121,2011-01-15,3
1411,21,2011-01-15,8
1412,287,2011-01-15,24
1413,110,2011-01-15,25
1414,1361,2011-01-15,26
1415,106,2011-01-15,34
1416,198,2011-01-15,35
1417,413,2011-01-15,39
1418,1049,2011-01-15,47
1419,59,2011-01-15,55
1420,132,2012-01-15,3
1421,20,2012-01-15,8
1422,209,2012-01-15,24
1423,90,2012-01-15,25
1424,1645,2012-01-15,26
1425,135,2012-01-15,34
1426,180,2012-01-15,35
1427,525,2012-01-15,39
1428,1377,2012-01-15,47
1429,52,2012-01-15,55
1430,258,2013-01-15,3
1431,23,2013-01-15,8
1432,482,2013-01-15,24
1433,233,2013-01-15,25
1434,1619,2013-01-15,26
1435,193,2013-01-15,34
1436,285,2013-01-15,35
1437,532,2013-01-15,39
1438,1448,2013-01-15,47
1439,87,2013-01-15,55
1440,337,2014-01-15,3
1441,25,2014-01-15,8
1442,472,2014-01-15,24
1443,269,2014-01-15,25
1444,1934,2014-01-15,26
1445,186,2014-01-15,34
1446,339,2014-01-15,35
1447,498,2014-01-15,39
1448,1707,2014-01-15,47
1449,105,2014-01-15,55
1450,212,2015-01-15,3
1451,21,2015-01-15,8
1452,292,2015-01-15,24
1453,190,2015-01-15,25
1454,1558,2015-01-15,26
1455,218,2015-01-15,34
1456,297,2015-01-15,35
1457,479,2015-01-15,39
1458,1486,2015-01-15,47
1459,92,2015-01-15,55
1460,219,2016-01-15,3
1461,19,2016-01-15,8
1462,388,2016-01-15,24
1463,228,2016-01-15,25
1464,1789,2016-01-15,26
1465,219,2016-01-15,34
1466,386,2016-01-15,35
1467,463,2016-01-15,39
1468,1740,2016-01-15,47
1469,98,2016-01-15,55
1470,155,2017-01-15,3
1471,28,2017-01-15,8
1472,292,2017-01-15,24
1473,142,2017-01-15,25
1474,1755,2017-01-15,26
1475,157,2017-01-15,34
1476,288,2017-01-15,35
1477,465,2017-01-15,39
1478,1283,2017-01-15,47
1479,98,2017-01-15,55
1480,341,2018-01-15,3
1481,38,2018-01-15,8
1482,529,2018-01-15,24
1483,378,2018-01-15,25
1484,2538,2018-01-15,26
1485,261,2018-01-15,34
1486,341,2018-01-15,35
1487,721,2018-01-15,39
1488,2052,2018-01-15,47
1489,99,2018-01-15,55
1490,452,2019-01-15,3
1491,50,2019-01-15,8
1492,570,2019-01-15,24
1493,353,2019-01-15,25
1494,2574,2019-01-15,26
1495,276,2019-01-15,34
1496,480,2019-01-15,35
1497,654,2019-01-15,39
1498,2566,2019-01-15,47
1499,139,2019-01-15,55
1500,127,2010-01-16,3
1501,22,2010-01-16,8
1502,245,2010-01-16,24
1503,104,2010-01-16,25
1504,1079,2010-01-16,26
1505,88,2010-01-16,34
1506,221,2010-01-16,35
1507,303,2010-01-16,39
1508,832,2010-01-16,47
1509,58,2010-01-16,55
1510,98,2011-01-16,3
1511,11,2011-01-16,8
1512,204,2011-01-16,24
1513,94,2011-01-16,25
1514,1110,2011-01-16,26
1515,86,2011-01-16,34
1516,133,2011-01-16,35
1517,329,2011-01-16,39
1518,947,2011-01-16,47
1519,57,2011-01-16,55
1520,188,2012-01-16,3
1521,21,2012-01-16,8
1522,323,2012-01-16,24
1523,182,2012-01-16,25
1524,2133,2012-01-16,26
1525,180,2012-01-16,34
1526,264,2012-01-16,35
1527,636,2012-01-16,39
1528,1591,2012-01-16,47
1529,47,2012-01-16,55
1530,259,2013-01-16,3
1531,27,2013-01-16,8
1532,409,2013-01-16,24
1533,183,2013-01-16,25
1534,1681,2013-01-16,26
1535,130,2013-01-16,34
1536,271,2013-01-16,35
1537,486,2013-01-16,39
1538,1509,2013-01-16,47
1539,72,2013-01-16,55
1540,309,2014-01-16,3
1541,24,2014-01-16,8
1542,494,2014-01-16,24
1543,193,2014-01-16,25
1544,1962,2014-01-16,26
1545,173,2014-01-16,34
1546,306,2014-01-16,35
1547,539,2014-01-16,39
1548,1714,2014-01-16,47
1549,120,2014-01-16,55
1550,206,2015-01-16,3
1551,25,2015-01-16,8
1552,400,2015-01-16,24
1553,234,2015-01-16,25
1554,1785,2015-01-16,26
1555,202,2015-01-16,34
1556,294,2015-01-16,35
1557,479,2015-01-16,39
1558,1550,2015-01-16,47
1559,88,2015-01-16,55
1560,187,2016-01-16,3
1561,26,2016-01-16,8
1562,263,2016-01-16,24
1563,140,2016-01-16,25
1564,1406,2016-01-16,26
1565,173,2016-01-16,34
1566,361,2016-01-16,35
1567,410,2016-01-16,39
1568,1181,2016-01-16,47
1569,62,2016-01-16,55
1570,232,2017-01-16,3
1571,25,2017-01-16,8
1572,337,2017-01-16,24
1573,196,2017-01-16,25
1574,2066,2017-01-16,26
1575,221,2017-01-16,34
1576,430,2017-01-16,35
1577,434,2017-01-16,39
1578,1500,2017-01-16,47
1579,111,2017-01-16,55
1580,412,2018-01-16,3
1581,30,2018-01-16,8
1582,581,2018-01-16,24
1583,410,2018-01-16,25
1584,2738,2018-01-16,26
1585,263,2018-01-16,34
1586,371,2018-01-16,35
1587,715,2018-01-16,39
1588,2386,2018-01-16,47
1589,168,2018-01-16,55
1590,442,2019-01-16,3
1591,26,2019-01-16,8
1592,656,2019-01-16,24
1593,373,2019-01-16,25
1594,2394,2019-01-16,26
1595,224,2019-01-16,34
1596,419,2019-01-16,35
1597,554,2019-01-16,39
1598,2401,2019-01-16,47
1599,158,2019-01-16,55
1600,116,2010-01-17,3
1601,28,2010-01-17,8
1602,205,2010-01-17,24
1603,94,2010-01-17,25
1604,991,2010-01-17,26
1605,82,2010-01-17,34
1606,141,2010-01-17,35
1607,317,2010-01-17,39
1608,845,2010-01-17,47
1609,37,2010-01-17,55
1610,170,2011-01-17,3
1611,27,2011-01-17,8
1612,262,2011-01-17,24
1613,134,2011-01-17,25
1614,1632,2011-01-17,26
1615,127,2011-01-17,34
1616,195,2011-01-17,35
1617,494,2011-01-17,39
1618,1468,2011-01-17,47
1619,81,2011-01-17,55
1620,228,2012-01-17,3
1621,22,2012-01-17,8
1622,324,2012-01-17,24
1623,196,2012-01-17,25
1624,1904,2012-01-17,26
1625,194,2012-01-17,34
1626,278,2012-01-17,35
1627,591,2012-01-17,39
1628,1715,2012-01-17,47
1629,96,2012-01-17,55
1630,275,2013-01-17,3
1631,21,2013-01-17,8
1632,356,2013-01-17,24
1633,249,2013-01-17,25
1634,1482,2013-01-17,26
1635,174,2013-01-17,34
1636,229,2013-01-17,35
1637,442,2013-01-17,39
1638,1363,2013-01-17,47
1639,61,2013-01-17,55
1640,287,2014-01-17,3
1641,27,2014-01-17,8
1642,458,2014-01-17,24
1643,243,2014-01-17,25
1644,1643,2014-01-17,26
1645,194,2014-01-17,34
1646,342,2014-01-17,35
1647,566,2014-01-17,39
1648,1756,2014-01-17,47
1649,127,2014-01-17,55
1650,145,2015-01-17,3
1651,21,2015-01-17,8
1652,367,2015-01-17,24
1653,160,2015-01-17,25
1654,1817,2015-01-17,26
1655,147,2015-01-17,34
1656,269,2015-01-17,35
1657,560,2015-01-17,39
1658,1423,2015-01-17,47
1659,76,2015-01-17,55
1660,139,2016-01-17,3
1661,18,2016-01-17,8
1662,314,2016-01-17,24
1663,141,2016-01-17,25
1664,1412,2016-01-17,26
1665,184,2016-01-17,34
1666,243,2016-01-17,35
1667,486,2016-01-17,39
1668,1301,2016-01-17,47
1669,53,2016-01-17,55
1670,322,2017-01-17,3
1671,37,2017-01-17,8
1672,461,2017-01-17,24
1673,308,2017-01-17,25
1674,2110,2017-01-17,26
1675,265,2017-01-17,34
1676,379,2017-01-17,35
1677,473,2017-01-17,39
1678,1790,2017-01-17,47
1679,139,2017-01-17,55
1680,397,2018-01-17,3
1681,34,2018-01-17,8
1682,591,2018-01-17,24
1683,398,2018-01-17,25
1684,2369,2018-01-17,26
1685,281,2018-01-17,34
1686,410,2018-01-17,35
1687,609,2018-01-17,39
1688,2187,2018-01-17,47
1689,174,2018-01-17,55
1690,413,2019-01-17,3
1691,65,2019-01-17,8
1692,585,2019-01-17,24
1693,295,2019-01-17,25
1694,2475,2019-01-17,26
1695,269,2019-01-17,34
1696,472,2019-01-17,35
1697,603,2019-01-17,39
1698,2591,2019-01-17,47
1699,108,2019-01-17,55
1700,177,2010-01-18,3
1701,22,2010-01-18,8
1702,303,2010-01-18,24
1703,132,2010-01-18,25
1704,1332,2010-01-18,26
1705,112,2010-01-18,34
1706,224,2010-01-18,35
1707,278,2010-01-18,39
1708,1149,2010-01-18,47
1709,63,2010-01-18,55
1710,272,2011-01-18,3
1711,18,2011-01-18,8
1712,475,2011-01-18,24
1713,238,2011-01-18,25
1714,2308,2011-01-18,26
1715,201,2011-01-18,34
1716,288,2011-01-18,35
1717,560,2011-01-18,39
1718,2045,2011-01-18,47
1719,104,2011-01-18,55
1720,207,2012-01-18,3
1721,21,2012-01-18,8
1722,401,2012-01-18,24
1723,272,2012-01-18,25
1724,1985,2012-01-18,26
1725,177,2012-01-18,34
1726,268,2012-01-18,35
1727,563,2012-01-18,39
1728,1584,2012-01-18,47
1729,94,2012-01-18,55
1730,236,2013-01-18,3
1731,29,2013-01-18,8
1732,424,2013-01-18,24
1733,213,2013-01-18,25
1734,1860,2013-01-18,26
1735,193,2013-01-18,34
1736,259,2013-01-18,35
1737,588,2013-01-18,39
1738,1555,2013-01-18,47
1739,79,2013-01-18,55
1740,209,2014-01-18,3
1741,20,2014-01-18,8
1742,289,2014-01-18,24
1743,152,2014-01-18,25
1744,1273,2014-01-18,26
1745,163,2014-01-18,34
1746,304,2014-01-18,35
1747,371,2014-01-18,39
1748,1073,2014-01-18,47
1749,48,2014-01-18,55
1750,184,2015-01-18,3
1751,21,2015-01-18,8
1752,310,2015-01-18,24
1753,163,2015-01-18,25
1754,1465,2015-01-18,26
1755,162,2015-01-18,34
1756,206,2015-01-18,35
1757,435,2015-01-18,39
1758,1256,2015-01-18,47
1759,73,2015-01-18,55
1760,173,2016-01-18,3
1761,32,2016-01-18,8
1762,401,2016-01-18,24
1763,220,2016-01-18,25
1764,2086,2016-01-18,26
1765,184,2016-01-18,34
1766,353,2016-01-18,35
1767,678,2016-01-18,39
1768,1806,2016-01-18,47
1769,74,2016-01-18,55
1770,329,2017-01-18,3
1771,32,2017-01-18,8
1772,386,2017-01-18,24
1773,281,2017-01-18,25
1774,2002,2017-01-18,26
1775,245,2017-01-18,34
1776,411,2017-01-18,35
1777,547,2017-01-18,39
1778,1816,2017-01-18,47
1779,108,2017-01-18,55
1780,417,2018-01-18,3
1781,34,2018-01-18,8
1782,641,2018-01-18,24
1783,344,2018-01-18,25
1784,2579,2018-01-18,26
1785,264,2018-01-18,34
1786,402,2018-01-18,35
1787,553,2018-01-18,39
1788,2330,2018-01-18,47
1789,158,2018-01-18,55
1790,355,2019-01-18,3
1791,25,2019-01-18,8
1792,457,2019-01-18,24
1793,259,2019-01-18,25
1794,2109,2019-01-18,26
1795,230,2019-01-18,34
1796,419,2019-01-18,35
1797,497,2019-01-18,39
1798,1801,2019-01-18,47
1799,147,2019-01-18,55
1800,271,2010-01-19,3
1801,33,2010-01-19,8
1802,504,2010-01-19,24
1803,216,2010-01-19,25
1804,1791,2010-01-19,26
1805,196,2010-01-19,34
1806,260,2010-01-19,35
1807,397,2010-01-19,39
1808,1511,2010-01-19,47
1809,90,2010-01-19,55
1810,226,2011-01-19,3
1811,19,2011-01-19,8
1812,484,2011-01-19,24
1813,246,2011-01-19,25
1814,2050,2011-01-19,26
1815,167,2011-01-19,34
1816,319,2011-01-19,35
1817,516,2011-01-19,39
1818,1729,2011-01-19,47
1819,101,2011-01-19,55
1820,219,2012-01-19,3
1821,23,2012-01-19,8
1822,405,2012-01-19,24
1823,180,2012-01-19,25
1824,2108,2012-01-19,26
1825,217,2012-01-19,34
1826,295,2012-01-19,35
1827,600,2012-01-19,39
1828,1737,2012-01-19,47
1829,98,2012-01-19,55
1830,124,2013-01-19,3
1831,13,2013-01-19,8
1832,271,2013-01-19,24
1833,122,2013-01-19,25
1834,1221,2013-01-19,26
1835,127,2013-01-19,34
1836,252,2013-01-19,35
1837,417,2013-01-19,39
1838,1065,2013-01-19,47
1839,56,2013-01-19,55
1840,209,2014-01-19,3
1841,7,2014-01-19,8
1842,223,2014-01-19,24
1843,148,2014-01-19,25
1844,1465,2014-01-19,26
1845,153,2014-01-19,34
1846,245,2014-01-19,35
1847,519,2014-01-19,39
1848,1159,2014-01-19,47
1849,53,2014-01-19,55
1850,191,2015-01-19,3
1851,33,2015-01-19,8
1852,340,2015-01-19,24
1853,179,2015-01-19,25
1854,1582,2015-01-19,26
1855,185,2015-01-19,34
1856,271,2015-01-19,35
1857,342,2015-01-19,39
1858,1416,2015-01-19,47
1859,81,2015-01-19,55
1860,363,2016-01-19,3
1861,57,2016-01-19,8
1862,657,2016-01-19,24
1863,280,2016-01-19,25
1864,3538,2016-01-19,26
1865,298,2016-01-19,34
1866,450,2016-01-19,35
1867,974,2016-01-19,39
1868,2890,2016-01-19,47
1869,144,2016-01-19,55
1870,351,2017-01-19,3
1871,25,2017-01-19,8
1872,479,2017-01-19,24
1873,267,2017-01-19,25
1874,1873,2017-01-19,26
1875,325,2017-01-19,34
1876,442,2017-01-19,35
1877,551,2017-01-19,39
1878,2376,2017-01-19,47
1879,100,2017-01-19,55
1880,423,2018-01-19,3
1881,32,2018-01-19,8
1882,617,2018-01-19,24
1883,393,2018-01-19,25
1884,2323,2018-01-19,26
1885,251,2018-01-19,34
1886,362,2018-01-19,35
1887,479,2018-01-19,39
1888,2201,2018-01-19,47
1889,202,2018-01-19,55
1890,232,2019-01-19,3
1891,27,2019-01-19,8
1892,397,2019-01-19,24
1893,230,2019-01-19,25
1894,1721,2019-01-19,26
1895,196,2019-01-19,34
1896,291,2019-01-19,35
1897,489,2019-01-19,39
1898,1480,2019-01-19,47
1899,115,2019-01-19,55
1900,301,2010-01-20,3
1901,32,2010-01-20,8
1902,422,2010-01-20,24
1903,225,2010-01-20,25
1904,1702,2010-01-20,26
1905,177,2010-01-20,34
1906,292,2010-01-20,35
1907,438,2010-01-20,39
1908,1518,2010-01-20,47
1909,89,2010-01-20,55
1910,285,2011-01-20,3
1911,24,2011-01-20,8
1912,458,2011-01-20,24
1913,230,2011-01-20,25
1914,1876,2011-01-20,26
1915,170,2011-01-20,34
1916,281,2011-01-20,35
1917,479,2011-01-20,39
1918,1631,2011-01-20,47
1919,73,2011-01-20,55
1920,222,2012-01-20,3
1921,27,2012-01-20,8
1922,369,2012-01-20,24
1923,245,2012-01-20,25
1924,1821,2012-01-20,26
1925,159,2012-01-20,34
1926,254,2012-01-20,35
1927,552,2012-01-20,39
1928,1500,2012-01-20,47
1929,108,2012-01-20,55
1930,153,2013-01-20,3
1931,7,2013-01-20,8
1932,176,2013-01-20,24
1933,112,2013-01-20,25
1934,783,2013-01-20,26
